�(Nm),532,655,532,655,532,655,532,655,532,655
Distance(Cm),10,10,50,50,100,100,200,200,500,500
Time(s),Lux,Lux,Lux,Lux,Lux,Lux,Lux,Lux,Lux,Lux
9.5,18370.50977,28150.33594,17329.57617,27679.4375,311928.875,27590.21484,53440.08203,15133.69922,23.88636398,4996.666504
9.55,18355.63867,28150.33594,17384.10156,27748.83398,311928.875,27585.25781,54302.57031,15019.69238,24.28413773,5150.008301
9.6,18246.58984,28150.33594,17453.49609,27738.91992,311928.875,27590.21484,55502.125,15128.74316,23.09081459,4811.899902
9.65,18187.10742,28150.33594,17537.76172,27719.0918,311928.875,27595.17188,55670.65625,15103.95898,23.09081459,4681.230957
9.7,18097.88477,28150.33594,17607.1582,27714.13477,311928.875,27595.17188,55873.88672,15084.13184,23.09081459,4783.657715
9.75,18033.44531,28150.33594,17884.74023,27714.13477,311928.875,27595.17188,55279.06641,14771.85059,22.89192772,4862.616211
9.8,17899.61133,28155.29297,17914.48242,27714.13477,311928.875,27595.17188,54143.95313,14781.76465,22.69303894,4439.980469
9.85,17815.3457,28160.25,17914.48242,27729.00586,311928.875,27590.21484,56280.34766,14771.85059,23.28970146,3784.646973
9.9,17736.03516,28165.20703,17899.61133,27733.96289,311928.875,27590.21484,55948.23828,15103.95898,22.09637833,3543.993164
9.95,17706.29492,28170.16406,17869.87109,27719.0918,311928.875,27590.21484,56409.22656,15054.39063,22.2952652,3818.258789
10,17711.25195,28175.12109,17884.74023,27738.91992,311928.875,27590.21484,56220.86719,15014.73535,22.09637833,3954.297852
